PNR;Nachname;Vorname;Kostenstellennummer;Kostenstellenbezeichnung;OE-Nummer;OE-Bezeichnung
b000785;Mustermann;Max2190;1256.0;Spezialservice Haftpfl Gewerbe;12005;Firmenindividual Haftpfl. Hauptressort Heilwesen
b002346;Mustermann;Max2190;1256.0;Spezialservice Haftpfl Gewerbe;12005;Firmenindividual Haftpfl. Hauptressort Heilwesen
b066968;Mustermann;Max2190;1256.0;Spezialservice Haftpfl Gewerbe;12023;Firmenindividual Haftpfl. Hauptressort Industrie
b070981;Mustermann;Max2190;1256.0;Spezialservice Haftpfl Gewerbe;12023;Firmenindividual Haftpfl. Hauptressort Industrie
b000983;Mustermann;Max2190;1256.0;Spezialservice Haftpfl Gewerbe;12023;Firmenindividual Haftpfl. Hauptressort Industrie
b001817;Mustermann;Max2190;1256.0;Spezialservice Haftpfl Gewerbe;12023;Firmenindividual Haftpfl. Hauptressort Industrie
b058218;Mustermann;Max2190;1256.0;Spezialservice Haftpfl Gewerbe;12023;Firmenindividual Haftpfl. Hauptressort Industrie
b002797;Mustermann;Max2190;1256.0;Spezialservice Haftpfl Gewerbe;12023;Firmenindividual Haftpfl. Hauptressort Industrie
b053349;Mustermann;Max2190;1256.0;Spezialservice Haftpfl Gewerbe;12023;Firmenindividual Haftpfl. Hauptressort Industrie
b072468;Mustermann;Max2190;1256.0;Spezialservice Haftpfl Gewerbe;12023;Firmenindividual Haftpfl. Hauptressort Industrie
b065050;Mustermann;Max2190;1256.0;Spezialservice Haftpfl Gewerbe;12023;Firmenindividual Haftpfl. Hauptressort Industrie
b051567;Mustermann;Max2190;1256.0;Spezialservice Haftpfl Gewerbe;12023;Firmenindividual Haftpfl. Hauptressort Industrie
b073501;Mustermann;Max2190;1256.0;Spezialservice Haftpfl Gewerbe;12023;Firmenindividual Haftpfl. Hauptressort Industrie
b073410;Mustermann;Max2190;1256.0;Spezialservice Haftpfl Gewerbe;12023;Firmenindividual Haftpfl. Hauptressort Industrie
b055876;Mustermann;Max2190;1256.0;Spezialservice Haftpfl Gewerbe;12023;Firmenindividual Haftpfl. Hauptressort Industrie
b000384;Mustermann;Max2190;1259.0;K-Qualitätsmanagement;14085;SHUKRS Projekt- und Prozessmanagement
b002070;Mustermann;Max2190;1259.0;K-Qualitätsmanagement;14085;SHUKRS Projekt- und Prozessmanagement
b073521;Mustermann;Max2190;1259.0;K-Qualitätsmanagement;14085;SHUKRS Projekt- und Prozessmanagement
b071535;Mustermann;Max2190;1259.0;K-Qualitätsmanagement;14085;SHUKRS Projekt- und Prozessmanagement
b002791;Mustermann;Max2190;1259.0;K-Qualitätsmanagement;14085;SHUKRS Projekt- und Prozessmanagement
b065132;Mustermann;Max2190;1259.0;K-Qualitätsmanagement;14085;SHUKRS Projekt- und Prozessmanagement
b001129;Mustermann;Max2190;1259.0;K-Qualitätsmanagement;14085;SHUKRS Projekt- und Prozessmanagement
b001419;Mustermann;Max2190;1259.0;K-Qualitätsmanagement;14085;SHUKRS Projekt- und Prozessmanagement
b068163;Mustermann;Max2190;1260.0;SHUK-Produkte-Privat;14000;Geschäftsfeld Mobilität/Produkt- u. Marktmanagem.
b056542;Mustermann;Max2190;1260.0;SHUK-Produkte-Privat;14001;Sekretariat
b068000;Mustermann;Max2190;1262.0;KVS SHUK-Kfz;14068;KVS Kfz Vertrag
b002076;Mustermann;Max2190;1262.0;KVS SHUK-Kfz;14068;KVS Kfz Vertrag
b044448;Mustermann;Max2190;1262.0;KVS SHUK-Kfz;14068;KVS Kfz Vertrag
b070671;Mustermann;Max2190;1262.0;KVS SHUK-Kfz;14068;KVS Kfz Vertrag
b041056;Mustermann;Max2190;1262.0;KVS SHUK-Kfz;14068;KVS Kfz Vertrag
b046201;Mustermann;Max2190;1262.0;KVS SHUK-Kfz;14068;KVS Kfz Vertrag
b072512;Mustermann;Max2190;1262.0;KVS SHUK-Kfz;14068;KVS Kfz Vertrag
b000036;Mustermann;Max2190;1262.0;KVS SHUK-Kfz;14068;KVS Kfz Vertrag
b071906;Mustermann;Max2190;1262.0;KVS SHUK-Kfz;14068;KVS Kfz Vertrag
b001816;Mustermann;Max2190;1262.0;KVS SHUK-Kfz;14068;KVS Kfz Vertrag
b065508;Mustermann;Max2190;1262.0;KVS SHUK-Kfz;14068;KVS Kfz Vertrag
b072853;Mustermann;Max2190;1262.0;KVS SHUK-Kfz;14068;KVS Kfz Vertrag
b041587;Mustermann;Max2190;1265.0;K-Makler/Firmenvers.;14084;K-Gewerbegeschäft
b046174;Mustermann;Max2190;1265.0;K-Makler/Firmenvers.;14044;K-Gewerbegeschäft Nord
b049953;Mustermann;Max2190;1265.0;K-Makler/Firmenvers.;14044;K-Gewerbegeschäft Nord
b041891;Mustermann;Max2190;1265.0;K-Makler/Firmenvers.;14044;K-Gewerbegeschäft Nord
b057971;Mustermann;Max2190;1265.0;K-Makler/Firmenvers.;14044;K-Gewerbegeschäft Nord
b071328;Mustermann;Max2190;1265.0;K-Makler/Firmenvers.;14044;K-Gewerbegeschäft Nord
b058000;Mustermann;Max2190;1265.0;K-Makler/Firmenvers.;14010;K-Gewerbegeschäft Süd
b001981;Mustermann;Max2190;1265.0;K-Makler/Firmenvers.;14010;K-Gewerbegeschäft Süd
b051559;Mustermann;Max2190;1265.0;K-Makler/Firmenvers.;14010;K-Gewerbegeschäft Süd
b002796;Mustermann;Max2190;1265.0;K-Makler/Firmenvers.;14010;K-Gewerbegeschäft Süd
b067496;Mustermann;Max2190;1268.0;SHUK-PP Kraftfahrt/Rechtschutz;14005;SHUKRS Projekt- und Prozessmanagement
b068321;Mustermann;Max2190;1268.0;SHUK-PP Kraftfahrt/Rechtschutz;14005;SHUKRS Projekt- und Prozessmanagement
b067825;Mustermann;Max2190;1268.0;SHUK-PP Kraftfahrt/Rechtschutz;14005;SHUKRS Projekt- und Prozessmanagement
b066191;Mustermann;Max2190;1268.0;SHUK-PP Kraftfahrt/Rechtschutz;14005;SHUKRS Projekt- und Prozessmanagement
b071440;Mustermann;Max2190;1268.0;SHUK-PP Kraftfahrt/Rechtschutz;14005;SHUKRS Projekt- und Prozessmanagement
b072488;Mustermann;Max2190;1268.0;SHUK-PP Kraftfahrt/Rechtschutz;14005;SHUKRS Projekt- und Prozessmanagement
b000894;Mustermann;Max2190;1268.0;SHUK-PP Kraftfahrt/Rechtschutz;14005;SHUKRS Projekt- und Prozessmanagement
b072164;Mustermann;Max2190;1268.0;SHUK-PP Kraftfahrt/Rechtschutz;14005;SHUKRS Projekt- und Prozessmanagement
b060539;Mustermann;Max2190;1268.0;SHUK-PP Kraftfahrt/Rechtschutz;14005;SHUKRS Projekt- und Prozessmanagement
b073346;Mustermann;Max2190;1272.0;SHUK AGW;14086;Firmenindividual Autogewerbe
b066506;Mustermann;Max2190;1272.0;SHUK AGW;14086;Firmenindividual Autogewerbe
b001497;Mustermann;Max2190;1272.0;SHUK AGW;14086;Firmenindividual Autogewerbe
b057373;Mustermann;Max2190;1272.0;SHUK AGW;14086;Firmenindividual Autogewerbe
b001756;Mustermann;Max2190;1272.0;SHUK AGW;14086;Firmenindividual Autogewerbe
b002015;Mustermann;Max2190;1272.0;SHUK AGW;14086;Firmenindividual Autogewerbe
b056714;Mustermann;Max2190;1272.0;SHUK AGW;14086;Firmenindividual Autogewerbe
b069440;Mustermann;Max2190;1272.0;SHUK AGW;14086;Firmenindividual Autogewerbe
b050847;Mustermann;Max2190;1272.0;SHUK AGW;14086;Firmenindividual Autogewerbe
b072953;Mustermann;Max2190;1278.0;SCHS-Kraftfahrt E3;663002;Schadenservice Kraftfahrt 1
b073300;Mustermann;Max2190;1278.0;SCHS-Kraftfahrt E3;661003;Schadenservice Kraftfahrt 2
b073849;Mustermann;Max2190;1278.0;SCHS-Kraftfahrt E3;661001;Schadenservice Kraftfahrt 3
b071105;Mustermann;Max2190;1279.0;SCHS-Sach E3;662001;Schadenservice Sach 1
b073466;Mustermann;Max2190;1279.0;SCHS-Sach E3;13002;Schadenservice Sach 2
b002759;Mustermann;Max2190;1279.0;SCHS-Sach E3;664001;Schadenservice Sach Außenregulierung
b054843;Mustermann;Max2190;1280.0;KO-SCH;20001;Koordination Schadenversicherung
b041576;Mustermann;Max2190;1280.0;KO-SCH;40064;SHUK-Sonderaufgaben
b059651;Mustermann;Max2190;1280.0;KO-SCH;14089;SHUK-Produkte Recht/SA
b068153;Mustermann;Max2190;1280.0;KO-SCH;14089;SHUK-Produkte Recht/SA
b065248;Mustermann;Max2190;1293.0;SCHS-Sach 2;13002;Schadenservice Sach 2
b068468;Mustermann;Max2190;1293.0;SCHS-Sach 2;13002;Schadenservice Sach 2
b066023;Mustermann;Max2190;1293.0;SCHS-Sach 2;13002;Schadenservice Sach 2
b002086;Mustermann;Max2190;1293.0;SCHS-Sach 2;13002;Schadenservice Sach 2
b071763;Mustermann;Max2190;1293.0;SCHS-Sach 2;13002;Schadenservice Sach 2
b040339;Mustermann;Max2190;1293.0;SCHS-Sach 2;13002;Schadenservice Sach 2
b041411;Mustermann;Max2190;1293.0;SCHS-Sach 2;13002;Schadenservice Sach 2
b041042;Mustermann;Max2190;1293.0;SCHS-Sach 2;13002;Schadenservice Sach 2
b072755;Mustermann;Max2190;1293.0;SCHS-Sach 2;13002;Schadenservice Sach 2
b001947;Mustermann;Max2190;1293.0;SCHS-Sach 2;13002;Schadenservice Sach 2
b053364;Mustermann;Max2190;1293.0;SCHS-Sach 2;13002;Schadenservice Sach 2
b072816;Mustermann;Max2190;1293.0;SCHS-Sach 2;13002;Schadenservice Sach 2
b065729;Mustermann;Max2190;1293.0;SCHS-Sach 2;13002;Schadenservice Sach 2
b072508;Mustermann;Max2190;1293.0;SCHS-Sach 2;13002;Schadenservice Sach 2
b070764;Mustermann;Max2190;1293.0;SCHS-Sach 2;13002;Schadenservice Sach 2
b073045;Mustermann;Max2190;1293.0;SCHS-Sach 2;13002;Schadenservice Sach 2
b073939;Mustermann;Max2190;1293.0;SCHS-Sach 2;13002;Schadenservice Sach 2
b073655;Mustermann;Max2190;1293.0;SCHS-Sach 2;13002;Schadenservice Sach 2
b001147;Mustermann;Max2190;1293.0;SCHS-Sach 2;13002;Schadenservice Sach 2
b053684;Mustermann;Max2190;1293.0;SCHS-Sach 2;13002;Schadenservice Sach 2
b071408;Mustermann;Max2190;1293.0;SCHS-Sach 2;13002;Schadenservice Sach 2
b064335;Mustermann;Max2190;1293.0;SCHS-Sach 2;13002;Schadenservice Sach 2
b067445;Mustermann;Max2190;1294.0;SCHS-Sach 3;662011;Schadenservice Sach 3
b068220;Mustermann;Max2190;1294.0;SCHS-Sach 3;662011;Schadenservice Sach 3
b066043;Mustermann;Max2190;1294.0;SCHS-Sach 3;662011;Schadenservice Sach 3
b072023;Mustermann;Max2190;1294.0;SCHS-Sach 3;662011;Schadenservice Sach 3
b071764;Mustermann;Max2190;1294.0;SCHS-Sach 3;662011;Schadenservice Sach 3
b066564;Mustermann;Max2190;1295.0;SCHS-Sach Außenregulierung;664001;Schadenservice Sach Außenregulierung
b068116;Mustermann;Max2190;1295.0;SCHS-Sach Außenregulierung;664001;Schadenservice Sach Außenregulierung
b060199;Mustermann;Max2190;1295.0;SCHS-Sach Außenregulierung;664001;Schadenservice Sach Außenregulierung
b068299;Mustermann;Max2190;1295.0;SCHS-Sach Außenregulierung;664001;Schadenservice Sach Außenregulierung
b071406;Mustermann;Max2190;1295.0;SCHS-Sach Außenregulierung;664001;Schadenservice Sach Außenregulierung
b065370;Mustermann;Max2190;1295.0;SCHS-Sach Außenregulierung;664001;Schadenservice Sach Außenregulierung
b002479;Mustermann;Max2190;1295.0;SCHS-Sach Außenregulierung;664001;Schadenservice Sach Außenregulierung
b069140;Mustermann;Max2190;1295.0;SCHS-Sach Außenregulierung;664001;Schadenservice Sach Außenregulierung
b074033;Mustermann;Max2190;1295.0;SCHS-Sach Außenregulierung;664001;Schadenservice Sach Außenregulierung
b068070;Mustermann;Max2190;1295.0;SCHS-Sach Außenregulierung;664001;Schadenservice Sach Außenregulierung
b041076;Mustermann;Max2190;1295.0;SCHS-Sach Außenregulierung;664001;Schadenservice Sach Außenregulierung
b002719;Mustermann;Max2190;1295.0;SCHS-Sach Außenregulierung;664001;Schadenservice Sach Außenregulierung
b068990;Mustermann;Max2190;1295.0;SCHS-Sach Außenregulierung;664001;Schadenservice Sach Außenregulierung
b071447;Mustermann;Max2190;1295.0;SCHS-Sach Außenregulierung;664001;Schadenservice Sach Außenregulierung
b068011;Mustermann;Max2190;1295.0;SCHS-Sach Außenregulierung;664001;Schadenservice Sach Außenregulierung
b001901;Mustermann;Max2190;1298.0;CHS-Unfall 2;13000;Schadenservice Unfall
b043012;Mustermann;Max2190;1298.0;CHS-Unfall 2;13004;Schadenservice Unfall 2
b068757;Mustermann;Max2190;1298.0;CHS-Unfall 2;13004;Schadenservice Unfall 2
b002420;Mustermann;Max2190;1298.0;CHS-Unfall 2;13004;Schadenservice Unfall 2
b040325;Mustermann;Max2190;1298.0;CHS-Unfall 2;13004;Schadenservice Unfall 2
b072947;Mustermann;Max2190;1299.0;SCHS-Personenschaden;662090;Schadenservice Personenschaden
b068950;Mustermann;Max2190;1299.0;SCHS-Personenschaden;662090;Schadenservice Personenschaden
b000780;Mustermann;Max2190;1299.0;SCHS-Personenschaden;662090;Schadenservice Personenschaden
b067515;Mustermann;Max2190;1299.0;SCHS-Personenschaden;662090;Schadenservice Personenschaden
b073591;Mustermann;Max2190;1299.0;SCHS-Personenschaden;662090;Schadenservice Personenschaden
b067281;Mustermann;Max2190;1299.0;SCHS-Personenschaden;662090;Schadenservice Personenschaden
b069057;Mustermann;Max2190;1299.0;SCHS-Personenschaden;662090;Schadenservice Personenschaden
b057791;Mustermann;Max2190;1299.0;SCHS-Personenschaden;662090;Schadenservice Personenschaden
b046436;Mustermann;Max2190;1299.0;SCHS-Personenschaden;662090;Schadenservice Personenschaden
b072940;Mustermann;Max2190;1299.0;SCHS-Personenschaden;662090;Schadenservice Personenschaden
b072073;Mustermann;Max2190;1299.0;SCHS-Personenschaden;662090;Schadenservice Personenschaden
b058222;Mustermann;Max2190;1299.0;SCHS-Personenschaden;662090;Schadenservice Personenschaden
b001227;Mustermann;Max2190;1299.0;SCHS-Personenschaden;662090;Schadenservice Personenschaden
b073846;Mustermann;Max2190;1299.0;SCHS-Personenschaden;662090;Schadenservice Personenschaden
b072149;Mustermann;Max2190;1299.0;SCHS-Personenschaden;662090;Schadenservice Personenschaden
b073592;Mustermann;Max2190;1299.0;SCHS-Personenschaden;662090;Schadenservice Personenschaden
b066025;Mustermann;Max2190;1299.0;SCHS-Personenschaden;662090;Schadenservice Personenschaden
b065834;Mustermann;Max2190;1321.0;Statistik/BI;14075;Statistik / BI
b070876;Mustermann;Max2190;1321.0;Statistik/BI;14075;Statistik / BI
b066708;Mustermann;Max2190;1321.0;Statistik/BI;14075;Statistik / BI
b040943;Mustermann;Max2190;1321.0;Statistik/BI;14075;Statistik / BI
b001758;Mustermann;Max2190;1321.0;Statistik/BI;14075;Statistik / BI
b002636;Mustermann;Max2190;1322.0;Aktuarielles Controlling;14004;Aktuariat Schaden / Unfall
b068941;Mustermann;Max2190;1322.0;Aktuarielles Controlling;14004;Aktuariat Schaden / Unfall
b069220;Mustermann;Max2190;1322.0;Aktuarielles Controlling;14090;Aktuarielles Controlling
b070114;Mustermann;Max2190;1322.0;Aktuarielles Controlling;14090;Aktuarielles Controlling
b065216;Mustermann;Max2190;1322.0;Aktuarielles Controlling;14090;Aktuarielles Controlling
b073578;Mustermann;Max2190;1322.0;Aktuarielles Controlling;14090;Aktuarielles Controlling
b070175;Mustermann;Max2190;1322.0;Aktuarielles Controlling;14090;Aktuarielles Controlling
b062518;Mustermann;Max2190;1322.0;Aktuarielles Controlling;14090;Aktuarielles Controlling
b073580;Mustermann;Max2190;1323.0;Tarifierung;14091;Tarifierung
b067106;Mustermann;Max2190;1323.0;Tarifierung;14091;Tarifierung
b050199;Mustermann;Max2190;1323.0;Tarifierung;14091;Tarifierung
b073372;Mustermann;Max2190;1323.0;Tarifierung;14091;Tarifierung
b073010;Mustermann;Max2190;1323.0;Tarifierung;14091;Tarifierung
b069476;Mustermann;Max2190;1323.0;Tarifierung;14091;Tarifierung
b072630;Mustermann;Max2190;1323.0;Tarifierung;14091;Tarifierung
b068297;Mustermann;Max2190;1323.0;Tarifierung;14091;Tarifierung
b002749;Mustermann;Max2190;1405.0;OQS E2;530000;Kunden-Service und Vertriebs-Service-Center
b073618;Mustermann;Max2190;1405.0;OQS E2;139010;Input-/Outputservice
b073266;Mustermann;Max2190;1405.0;OQS E2;550100;KS/KVC-SHUK
b053507;Mustermann;Max2190;1405.0;OQS E2;310097;KS/KVC-Leben
b072361;Mustermann;Max2190;1406.0;OIOS E3;139010;Input-/Outputservice
b053353;Mustermann;Max2190;1406.0;OIOS E3;139010;Input-/Outputservice
b006146;Mustermann;Max2190;1406.0;OIOS E3;139010;Input-/Outputservice
b050839;Mustermann;Max2190;1406.0;OIOS E3;310028;Auftragsqualifizierung 1
b072919;Mustermann;Max2190;1406.0;OIOS E3;310009;Auftragsqualifizierung 2
b070804;Mustermann;Max2190;1406.0;OIOS E3;139015;Dokumenten-/Output-Service
b049984;Mustermann;Max2190;1409.0;KS-LAN;310200;KS Leben Antrag
b072571;Mustermann;Max2190;1409.0;KS-LAN;310200;KS Leben Antrag
b001351;Mustermann;Max2190;1409.0;KS-LAN;310200;KS Leben Antrag
b073438;Mustermann;Max2190;1409.0;KS-LAN;310200;KS Leben Antrag
b065452;Mustermann;Max2190;1409.0;KS-LAN;310200;KS Leben Antrag
b057677;Mustermann;Max2190;1409.0;KS-LAN;310200;KS Leben Antrag
b058046;Mustermann;Max2190;1409.0;KS-LAN;310200;KS Leben Antrag
b059116;Mustermann;Max2190;1409.0;KS-LAN;310200;KS Leben Antrag
b058039;Mustermann;Max2190;1409.0;KS-LAN;310200;KS Leben Antrag
b065966;Mustermann;Max2190;1409.0;KS-LAN;310200;KS Leben Antrag
b002355;Mustermann;Max2190;1409.0;KS-LAN;310200;KS Leben Antrag
b002050;Mustermann;Max2190;1409.0;KS-LAN;310200;KS Leben Antrag
b001278;Mustermann;Max2190;1409.0;KS-LAN;310200;KS Leben Antrag
b041888;Mustermann;Max2190;1409.0;KS-LAN;310200;KS Leben Antrag
b065270;Mustermann;Max2190;1409.0;KS-LAN;310200;KS Leben Antrag
b041555;Mustermann;Max2190;1409.0;KS-LAN;310200;KS Leben Antrag
b057793;Mustermann;Max2190;1409.0;KS-LAN;310200;KS Leben Antrag
b002217;Mustermann;Max2190;1409.0;KS-LAN;310200;KS Leben Antrag
b001935;Mustermann;Max2190;1409.0;KS-LAN;310200;KS Leben Antrag
b002213;Mustermann;Max2190;1409.0;KS-LAN;310200;KS Leben Antrag
b041032;Mustermann;Max2190;1409.0;KS-LAN;310200;KS Leben Antrag
b042610;Mustermann;Max2190;1409.0;KS-LAN;310200;KS Leben Antrag
b071960;Mustermann;Max2190;1409.0;KS-LAN;310200;KS Leben Antrag
b002196;Mustermann;Max2190;1409.0;KS-LAN;310200;KS Leben Antrag
b072576;Mustermann;Max2190;1409.0;KS-LAN;310200;KS Leben Antrag
b072546;Mustermann;Max2190;1409.0;KS-LAN;310200;KS Leben Antrag
b071068;Mustermann;Max2190;1409.0;KS-LAN;310200;KS Leben Antrag
b072942;Mustermann;Max2190;1409.0;KS-LAN;310200;KS Leben Antrag
b042634;Mustermann;Max2190;1409.0;KS-LAN;310200;KS Leben Antrag
b066124;Mustermann;Max2190;1409.0;KS-LAN;310200;KS Leben Antrag
b001862;Mustermann;Max2190;1409.0;KS-LAN;310200;KS Leben Antrag
b071700;Mustermann;Max2190;1409.0;KS-LAN;310200;KS Leben Antrag
b058021;Mustermann;Max2190;1409.0;KS-LAN;310200;KS Leben Antrag
b053686;Mustermann;Max2190;1414.0;SHUK Groß-u.Sond.Schadmgt.Bear.u.Gru;44004;SHUK Sonderprojekte
b041551;Mustermann;Max2190;1414.0;SHUK Groß-u.Sond.Schadmgt.Bear.u.Gru;44004;SHUK Sonderprojekte
b056066;Mustermann;Max2190;1415.0;KBM u. OP Assistenz;340001;Bereich Politt Assistenz/Sekretariat
b060701;Mustermann;Max2190;1415.0;KBM u. OP Assistenz;340001;Bereich Politt Assistenz/Sekretariat
b041046;Mustermann;Max2190;1415.0;KBM u. OP Assistenz;340100;Projekte/Sonderaufgaben
b000192;Mustermann;Max2190;1417.0;Ltg.neu OP/KBM PK;340000;Verantwortungsbereich Politt
b073644;Mustermann;Max2190;1421.0;E3 KS-L;310200;KS Leben Antrag
b051591;Mustermann;Max2190;1421.0;E3 KS-L;310097;KS/KVC-Leben
b040366;Mustermann;Max2190;1421.0;E3 KS-L;310097;KS/KVC-Leben
b068199;Mustermann;Max2190;1421.0;E3 KS-L;310033;KS Leben Vertrag
b055319;Mustermann;Max2190;1423.0;E3 KS-SHUK;550100;KS/KVC-SHUK
b073822;Mustermann;Max2190;1423.0;E3 KS-SHUK;550100;KS/KVC-SHUK
b071118;Mustermann;Max2190;1423.0;E3 KS-SHUK;12014;KS SHUK Antrag/Vertrag 2
b071598;Mustermann;Max2190;1423.0;E3 KS-SHUK;620155;KVC SHUK
b073130;Mustermann;Max2190;1423.0;E3 KS-SHUK;14083;KS SHUK Antrag/Vertrag 1
b057980;Mustermann;Max2190;1423.0;E3 KS-SHUK;310201;KS Übergreifende Prozesse
b067012;Mustermann;Max2190;1423.0;E3 KS-SHUK;620114;KVC-Support
b002528;Mustermann;Max2190;1424.0;KS-SHUKRS1;14083;KS SHUK Antrag/Vertrag 1
b002139;Mustermann;Max2190;1424.0;KS-SHUKRS1;14083;KS SHUK Antrag/Vertrag 1
b041889;Mustermann;Max2190;1424.0;KS-SHUKRS1;14083;KS SHUK Antrag/Vertrag 1
b057790;Mustermann;Max2190;1424.0;KS-SHUKRS1;14083;KS SHUK Antrag/Vertrag 1
b001762;Mustermann;Max2190;1424.0;KS-SHUKRS1;14083;KS SHUK Antrag/Vertrag 1
b072846;Mustermann;Max2190;1424.0;KS-SHUKRS1;14083;KS SHUK Antrag/Vertrag 1
b006025;Mustermann;Max2190;1424.0;KS-SHUKRS1;14083;KS SHUK Antrag/Vertrag 1
b041480;Mustermann;Max2190;1424.0;KS-SHUKRS1;14083;KS SHUK Antrag/Vertrag 1
b054020;Mustermann;Max2190;1424.0;KS-SHUKRS1;14083;KS SHUK Antrag/Vertrag 1
b040321;Mustermann;Max2190;1424.0;KS-SHUKRS1;14083;KS SHUK Antrag/Vertrag 1
b002507;Mustermann;Max2190;1424.0;KS-SHUKRS1;14083;KS SHUK Antrag/Vertrag 1
b002156;Mustermann;Max2190;1424.0;KS-SHUKRS1;14083;KS SHUK Antrag/Vertrag 1
b040077;Mustermann;Max2190;1424.0;KS-SHUKRS1;14083;KS SHUK Antrag/Vertrag 1
b058068;Mustermann;Max2190;1424.0;KS-SHUKRS1;14083;KS SHUK Antrag/Vertrag 1
b002374;Mustermann;Max2190;1424.0;KS-SHUKRS1;14083;KS SHUK Antrag/Vertrag 1
b002057;Mustermann;Max2190;1424.0;KS-SHUKRS1;14083;KS SHUK Antrag/Vertrag 1
b042601;Mustermann;Max2190;1424.0;KS-SHUKRS1;14083;KS SHUK Antrag/Vertrag 1
b040561;Mustermann;Max2190;1424.0;KS-SHUKRS1;14083;KS SHUK Antrag/Vertrag 1
b041004;Mustermann;Max2190;1425.0;KS-SHUKRS2;12014;KS SHUK Antrag/Vertrag 2
b006173;Mustermann;Max2190;1425.0;KS-SHUKRS2;12014;KS SHUK Antrag/Vertrag 2
b040999;Mustermann;Max2190;1425.0;KS-SHUKRS2;12014;KS SHUK Antrag/Vertrag 2
b041594;Mustermann;Max2190;1425.0;KS-SHUKRS2;12014;KS SHUK Antrag/Vertrag 2
b045003;Mustermann;Max2190;1425.0;KS-SHUKRS2;12014;KS SHUK Antrag/Vertrag 2
b001689;Mustermann;Max2190;1425.0;KS-SHUKRS2;12014;KS SHUK Antrag/Vertrag 2
b051556;Mustermann;Max2190;1425.0;KS-SHUKRS2;12014;KS SHUK Antrag/Vertrag 2
b065185;Mustermann;Max2190;1425.0;KS-SHUKRS2;12014;KS SHUK Antrag/Vertrag 2
b072739;Mustermann;Max2190;1425.0;KS-SHUKRS2;12014;KS SHUK Antrag/Vertrag 2
b055915;Mustermann;Max2190;1425.0;KS-SHUKRS2;12014;KS SHUK Antrag/Vertrag 2
b002495;Mustermann;Max2190;1425.0;KS-SHUKRS2;12014;KS SHUK Antrag/Vertrag 2
b040348;Mustermann;Max2190;1425.0;KS-SHUKRS2;12014;KS SHUK Antrag/Vertrag 2
b071586;Mustermann;Max2190;1425.0;KS-SHUKRS2;12014;KS SHUK Antrag/Vertrag 2
b049994;Mustermann;Max2190;1425.0;KS-SHUKRS2;12014;KS SHUK Antrag/Vertrag 2
b073494;Mustermann;Max2190;1425.0;KS-SHUKRS2;12014;KS SHUK Antrag/Vertrag 2
b058070;Mustermann;Max2190;1425.0;KS-SHUKRS2;12014;KS SHUK Antrag/Vertrag 2
b041396;Mustermann;Max2190;1425.0;KS-SHUKRS2;12014;KS SHUK Antrag/Vertrag 2
b041924;Mustermann;Max2190;1425.0;KS-SHUKRS2;12014;KS SHUK Antrag/Vertrag 2
b001632;Mustermann;Max2190;1426.0;KS-IOS-AQU2;310009;Auftragsqualifizierung 2
b059165;Mustermann;Max2190;1426.0;KS-IOS-AQU2;310009;Auftragsqualifizierung 2
b072358;Mustermann;Max2190;1426.0;KS-IOS-AQU2;310009;Auftragsqualifizierung 2
b073843;Mustermann;Max2190;1426.0;KS-IOS-AQU2;310009;Auftragsqualifizierung 2
b073902;Mustermann;Max2190;1426.0;KS-IOS-AQU2;310009;Auftragsqualifizierung 2
b002649;Mustermann;Max2190;1426.0;KS-IOS-AQU2;310009;Auftragsqualifizierung 2
b043555;Mustermann;Max2190;1426.0;KS-IOS-AQU2;310009;Auftragsqualifizierung 2
b001781;Mustermann;Max2190;1426.0;KS-IOS-AQU2;310009;Auftragsqualifizierung 2
b001693;Mustermann;Max2190;1426.0;KS-IOS-AQU2;310009;Auftragsqualifizierung 2
b068348;Mustermann;Max2190;1426.0;KS-IOS-AQU2;310009;Auftragsqualifizierung 2
b071459;Mustermann;Max2190;1426.0;KS-IOS-AQU2;310009;Auftragsqualifizierung 2
b043634;Mustermann;Max2190;1426.0;KS-IOS-AQU2;310009;Auftragsqualifizierung 2
b073627;Mustermann;Max2190;1426.0;KS-IOS-AQU2;310009;Auftragsqualifizierung 2
b055449;Mustermann;Max2190;1440.0;SCHS-Kraftfahrt 4;13003;Schadenservice Kraftfahrt 4
b064870;Mustermann;Max2190;1440.0;SCHS-Kraftfahrt 4;13003;Schadenservice Kraftfahrt 4
b001769;Mustermann;Max2190;1440.0;SCHS-Kraftfahrt 4;13003;Schadenservice Kraftfahrt 4
b002083;Mustermann;Max2190;1440.0;SCHS-Kraftfahrt 4;13003;Schadenservice Kraftfahrt 4
b072018;Mustermann;Max2190;1440.0;SCHS-Kraftfahrt 4;13003;Schadenservice Kraftfahrt 4
b073131;Mustermann;Max2190;1440.0;SCHS-Kraftfahrt 4;13003;Schadenservice Kraftfahrt 4
b071541;Mustermann;Max2190;1440.0;SCHS-Kraftfahrt 4;13003;Schadenservice Kraftfahrt 4
b066088;Mustermann;Max2190;1440.0;SCHS-Kraftfahrt 4;13003;Schadenservice Kraftfahrt 4
b043844;Mustermann;Max2190;1440.0;SCHS-Kraftfahrt 4;13003;Schadenservice Kraftfahrt 4
b044574;Mustermann;Max2190;1441.0;KBM-SQ (Servicequalität);13041;Servicequalität
b068759;Mustermann;Max2190;1441.0;KBM-SQ (Servicequalität);13041;Servicequalität
